x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	y
33	blue-collar	married	저학력	no	240	yes	no	unknown	21	may	3	-1	0	unknown	no
38	blue-collar	single	중학력	no	578	yes	no	unknown	21	may	2	-1	0	unknown	no
30	blue-collar	married	저학력	no	1317	yes	no	unknown	21	may	2	-1	0	unknown	no
39	blue-collar	married	저학력	no	2003	yes	no	unknown	21	may	2	-1	0	unknown	no
33	technician	married	중학력	no	946	yes	no	unknown	21	may	2	-1	0	unknown	no
46	blue-collar	single	중학력	no	0	no	no	unknown	21	may	10	-1	0	unknown	no
33	self-employed	married	고학력	no	1545	yes	no	unknown	21	may	2	-1	0	unknown	no
38	admin.	married	중학력	no	3732	yes	no	unknown	21	may	2	-1	0	unknown	no
33	technician	single	고학력	no	8874	no	yes	unknown	21	may	3	-1	0	unknown	no
37	technician	single	중학력	no	7867	yes	no	unknown	21	may	2	-1	0	unknown	no
32	management	single	고학력	no	1756	yes	no	unknown	21	may	3	-1	0	unknown	no
31	management	married	고학력	no	4924	yes	no	unknown	21	may	2	-1	0	unknown	no
32	technician	married	중학력	no	4174	yes	no	unknown	21	may	2	-1	0	unknown	no
34	blue-collar	married	중학력	no	360	yes	no	unknown	21	may	2	-1	0	unknown	no
32	services	married	중학력	no	255	yes	yes	unknown	21	may	2	-1	0	unknown	no
34	technician	divorced	저학력	no	3744	yes	no	unknown	21	may	2	-1	0	unknown	no
37	management	married	고학력	no	2205	no	no	unknown	21	may	4	-1	0	unknown	no
31	technician	married	중학력	no	510	yes	no	unknown	21	may	3	-1	0	unknown	no
30	blue-collar	married	unknown	no	198	yes	no	unknown	21	may	3	-1	0	unknown	no
31	management	single	고학력	no	24870	yes	no	unknown	21	may	2	-1	0	unknown	no
32	blue-collar	married	중학력	no	43	yes	no	unknown	21	may	2	-1	0	unknown	no
33	admin.	single	중학력	no	1779	yes	no	unknown	21	may	2	-1	0	unknown	no
31	technician	married	중학력	no	589	yes	yes	unknown	21	may	1	-1	0	unknown	no
31	blue-collar	married	중학력	no	664	yes	yes	unknown	21	may	3	-1	0	unknown	no
28	services	single	중학력	no	115	yes	no	unknown	21	may	13	-1	0	unknown	no
36	entrepreneur	married	중학력	no	352	yes	no	unknown	21	may	2	-1	0	unknown	no
38	blue-collar	single	중학력	no	745	yes	no	unknown	21	may	15	-1	0	unknown	no
31	admin.	single	중학력	no	5527	yes	no	unknown	21	may	1	-1	0	unknown	no
36	blue-collar	married	중학력	no	342	yes	yes	unknown	21	may	3	-1	0	unknown	no
37	technician	single	중학력	no	3326	yes	no	unknown	21	may	1	-1	0	unknown	yes
31	blue-collar	single	중학력	no	0	yes	no	unknown	21	may	9	-1	0	unknown	no
34	services	married	중학력	no	286	yes	no	unknown	21	may	1	-1	0	unknown	no
34	management	married	고학력	no	4170	yes	no	unknown	21	may	1	-1	0	unknown	no
32	admin.	married	중학력	no	76	yes	no	unknown	21	may	2	-1	0	unknown	no
33	admin.	married	중학력	no	1499	yes	no	unknown	21	may	2	-1	0	unknown	no
34	blue-collar	single	저학력	no	245	yes	no	unknown	21	may	3	-1	0	unknown	no
35	blue-collar	single	저학력	no	49	yes	no	unknown	21	may	2	-1	0	unknown	no
30	technician	married	중학력	no	4733	yes	no	unknown	21	may	2	-1	0	unknown	no
36	blue-collar	married	저학력	no	0	yes	no	unknown	21	may	2	-1	0	unknown	no
26	management	single	고학력	no	1284	yes	no	unknown	21	may	8	-1	0	unknown	no
44	retired	married	저학력	no	779	yes	no	unknown	21	may	3	-1	0	unknown	no
23	blue-collar	single	저학력	no	965	yes	no	unknown	21	may	4	-1	0	unknown	no
36	blue-collar	divorced	중학력	no	625	yes	no	unknown	21	may	2	-1	0	unknown	no
39	blue-collar	married	저학력	no	568	yes	no	unknown	21	may	3	-1	0	unknown	no
49	blue-collar	married	중학력	no	913	yes	yes	unknown	21	may	3	-1	0	unknown	no
38	blue-collar	married	중학력	no	622	yes	no	unknown	21	may	2	-1	0	unknown	yes
51	management	married	중학력	no	140	yes	no	unknown	21	may	10	-1	0	unknown	no
39	technician	married	중학력	no	4441	yes	no	unknown	21	may	2	-1	0	unknown	no
31	blue-collar	married	중학력	no	1138	yes	yes	unknown	21	may	3	-1	0	unknown	no
37	management	married	고학력	no	0	yes	yes	unknown	21	may	5	-1	0	unknown	no
32	blue-collar	married	저학력	no	159	yes	no	unknown	21	may	3	-1	0	unknown	no
34	blue-collar	married	저학력	no	336	yes	no	unknown	21	may	4	-1	0	unknown	no
46	blue-collar	married	중학력	no	2173	yes	no	unknown	21	may	5	-1	0	unknown	no
37	blue-collar	married	저학력	no	1455	yes	no	unknown	21	may	2	-1	0	unknown	no
36	blue-collar	married	중학력	no	439	yes	no	unknown	21	may	5	-1	0	unknown	no
32	blue-collar	married	중학력	no	783	yes	no	unknown	21	may	3	-1	0	unknown	yes
53	blue-collar	married	중학력	no	1023	yes	no	unknown	21	may	3	-1	0	unknown	no
33	technician	divorced	중학력	no	4369	yes	no	unknown	21	may	3	-1	0	unknown	no
30	blue-collar	single	중학력	no	144	yes	no	unknown	21	may	3	-1	0	unknown	no
31	housemaid	single	중학력	no	540	no	no	unknown	21	may	3	-1	0	unknown	no
30	blue-collar	single	중학력	no	906	yes	yes	unknown	21	may	7	-1	0	unknown	no
49	blue-collar	married	중학력	no	1568	no	no	unknown	21	may	6	-1	0	unknown	no
44	blue-collar	married	저학력	no	858	yes	no	unknown	21	may	5	-1	0	unknown	no
32	management	married	고학력	no	3696	no	no	unknown	21	may	3	-1	0	unknown	no
56	admin.	married	중학력	no	3784	no	no	unknown	21	may	6	-1	0	unknown	no
27	blue-collar	single	저학력	no	1518	yes	no	unknown	21	may	3	-1	0	unknown	no
47	services	married	unknown	no	4822	yes	no	unknown	21	may	5	-1	0	unknown	no
35	services	married	중학력	no	0	yes	no	unknown	21	may	5	-1	0	unknown	no
40	management	single	고학력	no	1393	yes	no	unknown	21	may	8	-1	0	unknown	no
48	management	married	고학력	no	4191	no	no	unknown	21	may	6	-1	0	unknown	no
39	unemployed	single	중학력	no	2645	yes	no	unknown	21	may	3	-1	0	unknown	no
33	blue-collar	married	중학력	no	0	yes	no	unknown	21	may	3	-1	0	unknown	yes
38	blue-collar	married	중학력	no	776	yes	no	unknown	21	may	2	-1	0	unknown	no
33	blue-collar	married	저학력	no	1165	yes	no	unknown	21	may	2	-1	0	unknown	no
37	management	married	고학력	no	412	yes	no	unknown	21	may	4	-1	0	unknown	no
37	management	married	고학력	no	1813	yes	no	unknown	21	may	4	-1	0	unknown	no
32	management	single	고학력	no	1169	yes	no	unknown	21	may	2	-1	0	unknown	no
26	entrepreneur	single	중학력	no	0	yes	no	unknown	21	may	10	-1	0	unknown	no
33	blue-collar	married	저학력	no	511	yes	no	unknown	21	may	2	-1	0	unknown	no
46	blue-collar	married	저학력	no	328	yes	no	unknown	21	may	8	-1	0	unknown	no
27	services	single	중학력	no	259	yes	no	unknown	23	may	10	-1	0	unknown	no
52	blue-collar	married	저학력	no	126	no	no	unknown	23	may	4	-1	0	unknown	no
33	management	married	고학력	no	10	yes	no	unknown	23	may	5	-1	0	unknown	no
35	management	single	고학력	no	3137	yes	no	unknown	23	may	3	-1	0	unknown	no
35	admin.	married	중학력	no	2238	yes	no	unknown	23	may	3	-1	0	unknown	no
28	self-employed	single	중학력	no	131	yes	no	unknown	23	may	14	-1	0	unknown	no
35	blue-collar	single	중학력	no	773	yes	no	unknown	23	may	2	-1	0	unknown	no
30	services	single	중학력	no	399	yes	yes	unknown	23	may	3	-1	0	unknown	no
52	management	married	중학력	no	173	no	no	unknown	23	may	5	-1	0	unknown	no
36	blue-collar	single	중학력	no	690	yes	no	unknown	23	may	2	-1	0	unknown	no
39	services	married	저학력	no	1601	yes	no	unknown	23	may	2	-1	0	unknown	no
39	blue-collar	married	중학력	no	439	yes	no	unknown	23	may	3	-1	0	unknown	no
33	management	married	중학력	no	3132	yes	no	unknown	23	may	5	-1	0	unknown	no
29	admin.	married	중학력	no	265	yes	no	unknown	23	may	2	-1	0	unknown	no
37	technician	single	중학력	no	363	yes	no	unknown	23	may	3	-1	0	unknown	no
43	technician	married	중학력	no	8541	yes	no	unknown	23	may	9	-1	0	unknown	no
33	technician	single	중학력	no	486	yes	no	unknown	23	may	2	-1	0	unknown	no
33	technician	single	고학력	no	594	yes	yes	unknown	23	may	1	-1	0	unknown	no
32	blue-collar	married	중학력	yes	98	no	yes	unknown	23	may	1	-1	0	unknown	no
54	blue-collar	divorced	중학력	no	462	yes	no	unknown	23	may	3	-1	0	unknown	no
33	blue-collar	single	중학력	no	372	yes	no	unknown	23	may	1	-1	0	unknown	no
33	admin.	single	중학력	no	1221	yes	no	unknown	23	may	1	-1	0	unknown	no
38	self-employed	single	고학력	no	917	yes	no	unknown	23	may	1	-1	0	unknown	no
34	management	single	고학력	no	0	yes	no	unknown	23	may	1	-1	0	unknown	no
33	technician	married	중학력	no	884	yes	no	unknown	23	may	1	-1	0	unknown	no
32	technician	married	중학력	no	587	yes	no	unknown	23	may	1	-1	0	unknown	no
31	self-employed	single	고학력	no	91	no	no	unknown	23	may	1	-1	0	unknown	no
33	entrepreneur	married	저학력	no	165	yes	no	unknown	23	may	1	-1	0	unknown	no
35	blue-collar	married	저학력	no	994	yes	no	unknown	23	may	8	-1	0	unknown	yes
31	technician	single	고학력	no	1710	yes	no	unknown	23	may	1	-1	0	unknown	no
33	blue-collar	married	중학력	no	1138	yes	yes	unknown	23	may	1	-1	0	unknown	no
31	blue-collar	married	중학력	no	360	yes	no	unknown	23	may	1	-1	0	unknown	no
32	management	married	고학력	no	2737	yes	yes	unknown	23	may	1	-1	0	unknown	no
36	management	married	고학력	no	8564	yes	no	unknown	23	may	1	-1	0	unknown	no
30	blue-collar	single	중학력	no	435	yes	yes	unknown	23	may	1	-1	0	unknown	no
43	technician	single	고학력	no	4243	yes	no	unknown	23	may	10	-1	0	unknown	no
55	blue-collar	married	중학력	no	989	yes	yes	unknown	23	may	4	-1	0	unknown	no
31	technician	single	중학력	no	1186	yes	no	unknown	23	may	1	-1	0	unknown	no
32	blue-collar	married	저학력	no	1261	yes	no	unknown	23	may	1	-1	0	unknown	no
33	blue-collar	married	중학력	no	25	yes	no	unknown	23	may	3	-1	0	unknown	no
31	blue-collar	married	저학력	no	206	yes	no	unknown	23	may	1	-1	0	unknown	no
35	technician	single	중학력	no	11423	yes	no	unknown	23	may	1	-1	0	unknown	no
30	blue-collar	married	저학력	no	184	yes	no	unknown	23	may	1	-1	0	unknown	no
35	self-employed	divorced	고학력	no	1354	yes	no	unknown	23	may	2	-1	0	unknown	yes
36	blue-collar	married	저학력	no	711	yes	no	unknown	23	may	2	-1	0	unknown	no
37	blue-collar	married	중학력	no	453	yes	yes	unknown	23	may	1	-1	0	unknown	no
32	technician	married	고학력	no	1129	yes	no	unknown	23	may	1	-1	0	unknown	no
33	entrepreneur	married	저학력	no	237	yes	no	unknown	23	may	1	-1	0	unknown	no
34	services	single	중학력	no	1239	yes	no	unknown	23	may	1	-1	0	unknown	no
37	technician	married	중학력	no	0	yes	no	unknown	23	may	6	-1	0	unknown	no
33	blue-collar	married	저학력	no	392	yes	no	unknown	23	may	1	-1	0	unknown	no
34	blue-collar	married	저학력	no	2490	yes	no	unknown	23	may	1	-1	0	unknown	no
37	technician	single	중학력	no	6714	yes	no	unknown	23	may	1	-1	0	unknown	no
31	blue-collar	married	중학력	no	873	yes	no	unknown	23	may	4	-1	0	unknown	no
34	technician	married	중학력	no	1464	yes	no	unknown	23	may	1	-1	0	unknown	no
35	blue-collar	single	저학력	no	90	yes	no	unknown	23	may	1	-1	0	unknown	no
31	blue-collar	married	중학력	no	714	yes	no	unknown	23	may	1	-1	0	unknown	no
33	blue-collar	married	저학력	no	463	yes	no	unknown	23	may	1	-1	0	unknown	no
40	self-employed	married	중학력	no	1516	yes	yes	unknown	23	may	1	-1	0	unknown	no
31	blue-collar	single	중학력	no	509	yes	no	unknown	23	may	1	-1	0	unknown	no
30	technician	married	중학력	no	207	yes	no	unknown	23	may	2	-1	0	unknown	no
30	management	single	고학력	no	3967	yes	no	unknown	23	may	1	-1	0	unknown	no
37	blue-collar	married	저학력	no	3517	yes	no	unknown	23	may	1	-1	0	unknown	no
38	services	married	중학력	no	435	yes	no	unknown	23	may	2	-1	0	unknown	no
33	blue-collar	married	중학력	no	6227	yes	no	unknown	23	may	2	-1	0	unknown	no
34	technician	married	중학력	no	1092	no	no	unknown	23	may	1	-1	0	unknown	no
35	services	divorced	중학력	no	394	yes	no	unknown	23	may	1	-1	0	unknown	no
30	blue-collar	single	중학력	no	239	yes	no	unknown	23	may	1	-1	0	unknown	yes
32	management	single	고학력	no	11315	no	no	unknown	23	may	1	-1	0	unknown	no
31	services	married	중학력	no	1273	yes	no	unknown	23	may	1	-1	0	unknown	no
30	services	single	중학력	no	1649	yes	no	unknown	23	may	1	-1	0	unknown	no
34	services	single	중학력	no	84	yes	no	unknown	23	may	1	-1	0	unknown	no
30	blue-collar	married	중학력	no	278	yes	yes	unknown	23	may	1	-1	0	unknown	yes
32	services	single	중학력	no	2459	yes	yes	unknown	23	may	1	-1	0	unknown	no
31	technician	married	중학력	no	4941	yes	no	unknown	23	may	1	-1	0	unknown	no
34	blue-collar	divorced	중학력	no	3798	yes	no	unknown	23	may	1	-1	0	unknown	no
30	blue-collar	married	저학력	no	597	yes	no	unknown	23	may	1	-1	0	unknown	no
37	admin.	married	중학력	no	525	yes	no	unknown	23	may	1	-1	0	unknown	no
31	admin.	single	중학력	no	680	yes	no	unknown	23	may	1	-1	0	unknown	no
37	admin.	divorced	고학력	no	4303	yes	no	unknown	23	may	1	-1	0	unknown	no
32	management	single	고학력	no	3050	yes	no	unknown	23	may	1	-1	0	unknown	no
34	blue-collar	married	중학력	no	750	yes	no	unknown	23	may	1	-1	0	unknown	no
34	admin.	single	중학력	no	5547	yes	no	unknown	23	may	1	-1	0	unknown	no
35	management	single	고학력	no	643	yes	no	unknown	23	may	1	-1	0	unknown	no
31	management	married	고학력	no	5889	yes	no	unknown	23	may	1	-1	0	unknown	no
32	services	married	중학력	no	207	yes	no	unknown	23	may	1	-1	0	unknown	no
32	student	single	중학력	no	1883	yes	no	unknown	23	may	1	-1	0	unknown	no
32	blue-collar	married	저학력	no	697	yes	no	unknown	23	may	1	-1	0	unknown	no
31	self-employed	single	고학력	no	14692	yes	no	unknown	23	may	1	-1	0	unknown	no
30	blue-collar	married	저학력	no	595	yes	no	unknown	23	may	1	-1	0	unknown	no
30	management	single	고학력	no	1243	yes	no	unknown	23	may	1	-1	0	unknown	no
34	admin.	divorced	중학력	no	2144	yes	no	unknown	23	may	1	-1	0	unknown	no
39	management	married	중학력	no	1410	yes	no	unknown	23	may	1	-1	0	unknown	no
33	management	married	unknown	no	18347	yes	no	unknown	23	may	1	-1	0	unknown	no
33	technician	single	중학력	no	177	yes	no	unknown	23	may	1	-1	0	unknown	no
22	blue-collar	single	중학력	no	0	yes	no	unknown	23	may	2	-1	0	unknown	no
35	technician	married	중학력	no	291	no	no	unknown	23	may	1	-1	0	unknown	no
34	admin.	single	중학력	no	1880	yes	no	unknown	23	may	1	-1	0	unknown	no
31	management	married	고학력	no	7	yes	no	unknown	23	may	1	-1	0	unknown	no
39	technician	single	고학력	no	21	yes	no	unknown	23	may	1	-1	0	unknown	no
30	management	single	고학력	no	136	yes	no	unknown	23	may	1	-1	0	unknown	no
36	technician	single	중학력	no	9068	yes	no	unknown	23	may	1	-1	0	unknown	no
31	entrepreneur	single	중학력	no	159	yes	no	unknown	23	may	1	-1	0	unknown	no
42	services	married	저학력	no	2557	yes	no	unknown	23	may	3	-1	0	unknown	no
39	technician	married	중학력	no	287	yes	no	unknown	23	may	1	-1	0	unknown	no
25	student	single	중학력	no	1765	yes	no	unknown	23	may	2	-1	0	unknown	no
31	admin.	single	고학력	no	0	yes	yes	unknown	23	may	1	-1	0	unknown	no
35	technician	married	중학력	no	700	yes	no	unknown	23	may	2	-1	0	unknown	no
44	blue-collar	single	unknown	no	0	yes	no	unknown	23	may	4	-1	0	unknown	no
28	blue-collar	married	중학력	no	59	yes	yes	unknown	23	may	2	-1	0	unknown	no
28	technician	single	고학력	no	370	yes	no	unknown	23	may	5	-1	0	unknown	no
31	entrepreneur	married	고학력	no	0	yes	no	unknown	23	may	2	-1	0	unknown	no
32	blue-collar	married	저학력	no	225	yes	no	unknown	23	may	1	-1	0	unknown	no
32	technician	single	고학력	no	390	yes	no	unknown	23	may	1	-1	0	unknown	no
36	blue-collar	single	중학력	no	1168	yes	no	unknown	23	may	3	-1	0	unknown	no
41	retired	married	중학력	no	287	no	no	unknown	23	may	2	-1	0	unknown	no
32	blue-collar	married	중학력	no	2549	yes	no	unknown	23	may	3	-1	0	unknown	no
34	admin.	married	중학력	no	79	yes	no	unknown	23	may	1	-1	0	unknown	no
32	blue-collar	married	저학력	no	827	yes	no	unknown	23	may	2	-1	0	unknown	no
39	management	married	고학력	no	12	yes	no	unknown	23	may	1	-1	0	unknown	no
36	blue-collar	married	저학력	no	973	yes	yes	unknown	23	may	1	-1	0	unknown	no
34	blue-collar	married	중학력	no	2495	yes	no	unknown	23	may	1	-1	0	unknown	yes
35	management	married	중학력	no	339	yes	no	unknown	23	may	1	-1	0	unknown	no
32	technician	married	중학력	no	0	yes	no	unknown	23	may	2	-1	0	unknown	no
36	blue-collar	married	중학력	no	520	yes	no	unknown	23	may	2	-1	0	unknown	no
40	services	divorced	중학력	no	5745	yes	yes	unknown	23	may	1	-1	0	unknown	no
36	blue-collar	married	중학력	no	222	yes	no	unknown	23	may	1	-1	0	unknown	no
31	management	divorced	고학력	no	1804	yes	no	unknown	23	may	1	-1	0	unknown	no
30	blue-collar	married	중학력	no	253	yes	no	unknown	23	may	2	-1	0	unknown	no
33	blue-collar	married	중학력	no	524	yes	no	unknown	23	may	2	-1	0	unknown	no
29	admin.	single	중학력	no	132	no	no	unknown	23	may	3	-1	0	unknown	no
32	blue-collar	married	저학력	no	410	yes	no	unknown	23	may	2	-1	0	unknown	no
32	technician	married	중학력	no	3155	yes	no	unknown	23	may	3	-1	0	unknown	no
50	technician	married	고학력	no	247	no	no	unknown	23	may	1	-1	0	unknown	no
41	management	single	고학력	no	16	no	no	unknown	23	may	1	-1	0	unknown	no
29	housemaid	married	중학력	no	823	yes	no	unknown	23	may	2	-1	0	unknown	no
24	admin.	single	고학력	no	1141	yes	no	unknown	23	may	1	-1	0	unknown	no
56	blue-collar	married	저학력	no	246	yes	no	unknown	23	may	1	-1	0	unknown	no
32	management	single	고학력	no	151	no	no	unknown	23	may	2	-1	0	unknown	no
32	technician	single	고학력	no	1212	yes	no	unknown	23	may	2	-1	0	unknown	no
56	retired	married	중학력	no	397	yes	no	unknown	23	may	1	-1	0	unknown	no
28	blue-collar	single	중학력	no	56	yes	no	unknown	23	may	1	-1	0	unknown	no
26	student	single	고학력	no	1570	yes	no	unknown	23	may	1	-1	0	unknown	no
43	technician	divorced	중학력	no	353	yes	no	unknown	23	may	1	-1	0	unknown	no
42	admin.	single	중학력	no	61	yes	no	unknown	23	may	1	-1	0	unknown	no
29	blue-collar	single	중학력	no	208	yes	no	unknown	23	may	1	-1	0	unknown	no
28	blue-collar	single	중학력	no	38	yes	no	unknown	23	may	1	-1	0	unknown	no
44	technician	divorced	unknown	no	759	yes	no	unknown	23	may	1	-1	0	unknown	no
28	blue-collar	married	저학력	no	4	yes	no	unknown	23	may	1	-1	0	unknown	no
24	services	married	중학력	no	45	yes	yes	unknown	23	may	1	-1	0	unknown	no
24	technician	single	중학력	no	820	yes	no	unknown	23	may	1	-1	0	unknown	no
32	technician	divorced	고학력	no	0	yes	yes	unknown	23	may	1	-1	0	unknown	no
27	blue-collar	single	중학력	no	672	yes	no	unknown	23	may	1	-1	0	unknown	no
42	management	single	고학력	no	422	yes	no	unknown	23	may	2	-1	0	unknown	no
25	blue-collar	married	중학력	no	51	yes	no	unknown	23	may	2	-1	0	unknown	no
36	admin.	married	중학력	no	1601	yes	no	unknown	23	may	3	-1	0	unknown	no
36	blue-collar	divorced	중학력	no	2278	yes	no	unknown	23	may	2	-1	0	unknown	no
24	services	married	중학력	yes	110	yes	no	unknown	23	may	1	-1	0	unknown	no
32	technician	single	고학력	no	539	yes	yes	unknown	23	may	2	-1	0	unknown	no
46	admin.	single	unknown	yes	0	no	no	unknown	23	may	2	-1	0	unknown	no
43	unemployed	married	저학력	no	240	yes	no	unknown	23	may	2	-1	0	unknown	no
30	services	married	중학력	no	2	no	yes	unknown	23	may	3	-1	0	unknown	no
33	services	divorced	중학력	yes	339	yes	no	unknown	23	may	4	-1	0	unknown	no
46	management	single	중학력	no	295	yes	no	unknown	23	may	6	-1	0	unknown	no
54	technician	married	중학력	no	7252	no	no	unknown	23	may	2	-1	0	unknown	no
36	technician	married	중학력	no	1109	yes	no	unknown	23	may	5	-1	0	unknown	no
34	technician	married	중학력	no	5553	yes	no	unknown	23	may	5	-1	0	unknown	no
30	services	single	중학력	no	187	yes	no	unknown	23	may	1	-1	0	unknown	no
30	blue-collar	married	중학력	no	2080	yes	no	unknown	23	may	2	-1	0	unknown	no
28	services	married	중학력	no	2114	no	yes	unknown	23	may	1	-1	0	unknown	no
30	blue-collar	single	저학력	no	4009	yes	no	unknown	23	may	4	-1	0	unknown	no
35	admin.	divorced	중학력	no	579	yes	no	unknown	23	may	3	-1	0	unknown	no
48	technician	married	중학력	no	3142	no	no	unknown	23	may	1	-1	0	unknown	no
30	blue-collar	single	중학력	no	79	no	no	unknown	23	may	3	-1	0	unknown	no
55	technician	married	고학력	no	440	no	no	unknown	23	may	1	-1	0	unknown	no
45	services	married	중학력	no	0	yes	yes	unknown	23	may	1	-1	0	unknown	no
35	technician	single	고학력	no	2043	yes	yes	unknown	23	may	2	-1	0	unknown	no
30	blue-collar	married	중학력	no	282	yes	yes	unknown	23	may	2	-1	0	unknown	no
29	management	single	고학력	no	368	yes	no	unknown	23	may	1	-1	0	unknown	no
33	blue-collar	married	중학력	no	745	yes	no	unknown	23	may	4	-1	0	unknown	no
49	management	married	unknown	no	383	yes	no	unknown	23	may	3	-1	0	unknown	no
37	services	divorced	중학력	no	239	yes	no	unknown	23	may	2	-1	0	unknown	no
47	services	married	중학력	no	382	yes	no	unknown	23	may	4	-1	0	unknown	no
39	admin.	divorced	중학력	no	2679	yes	yes	unknown	23	may	1	-1	0	unknown	no
32	blue-collar	single	중학력	no	3	yes	no	unknown	23	may	3	-1	0	unknown	no
55	technician	married	unknown	no	4746	yes	no	unknown	23	may	3	-1	0	unknown	no
41	technician	single	중학력	no	30	no	no	unknown	23	may	1	-1	0	unknown	no
30	technician	married	중학력	no	0	yes	no	unknown	23	may	2	-1	0	unknown	no
31	unemployed	single	고학력	no	1611	yes	no	unknown	23	may	2	-1	0	unknown	no
34	management	married	고학력	no	498	yes	no	unknown	23	may	2	-1	0	unknown	no
32	admin.	married	중학력	no	0	no	no	unknown	23	may	3	-1	0	unknown	no
26	unemployed	married	고학력	no	454	yes	yes	unknown	23	may	18	-1	0	unknown	no
39	self-employed	divorced	중학력	no	0	yes	no	unknown	23	may	2	-1	0	unknown	no
35	admin.	divorced	중학력	no	30	no	no	unknown	23	may	1	-1	0	unknown	no
35	services	single	중학력	no	511	yes	yes	unknown	23	may	1	-1	0	unknown	no
32	admin.	single	중학력	no	127	yes	no	unknown	23	may	2	-1	0	unknown	no
32	services	single	중학력	no	1940	yes	no	unknown	23	may	2	-1	0	unknown	no
43	admin.	divorced	중학력	no	242	yes	no	unknown	23	may	1	-1	0	unknown	no
29	blue-collar	single	중학력	no	1012	yes	no	unknown	23	may	1	-1	0	unknown	no
27	services	single	중학력	no	430	yes	no	unknown	23	may	2	-1	0	unknown	no
29	blue-collar	married	unknown	no	135	yes	no	unknown	23	may	6	-1	0	unknown	no
28	blue-collar	single	중학력	no	369	yes	no	unknown	23	may	3	-1	0	unknown	no
32	management	married	고학력	no	1522	yes	no	unknown	23	may	3	-1	0	unknown	no
30	services	married	고학력	no	523	yes	no	unknown	23	may	2	-1	0	unknown	no
39	services	married	중학력	no	104	yes	no	unknown	23	may	6	-1	0	unknown	no
35	management	married	고학력	no	341	yes	no	unknown	23	may	2	-1	0	unknown	no
49	blue-collar	married	저학력	no	3767	yes	no	unknown	23	may	13	-1	0	unknown	no
32	management	married	고학력	no	1667	yes	no	unknown	23	may	3	-1	0	unknown	no
35	blue-collar	married	중학력	no	430	yes	no	unknown	23	may	50	-1	0	unknown	no
37	blue-collar	married	unknown	no	603	yes	no	unknown	23	may	2	-1	0	unknown	no
45	blue-collar	married	저학력	no	0	no	no	unknown	23	may	5	-1	0	unknown	no
37	blue-collar	married	저학력	no	510	yes	no	unknown	23	may	6	-1	0	unknown	no
40	admin.	married	중학력	no	0	yes	no	unknown	23	may	2	-1	0	unknown	no
36	admin.	married	중학력	no	176	yes	no	unknown	23	may	1	-1	0	unknown	no
42	blue-collar	married	중학력	no	139	yes	no	unknown	23	may	1	-1	0	unknown	no
30	management	single	고학력	no	3625	yes	no	unknown	23	may	2	-1	0	unknown	no
32	management	married	고학력	no	1651	yes	no	unknown	23	may	2	-1	0	unknown	no
26	services	divorced	중학력	no	74	yes	no	unknown	23	may	6	-1	0	unknown	no
39	entrepreneur	divorced	중학력	no	1202	yes	no	unknown	23	may	2	-1	0	unknown	no
33	management	married	고학력	no	321	yes	no	unknown	23	may	5	-1	0	unknown	no
32	technician	married	중학력	no	221	yes	no	unknown	23	may	4	-1	0	unknown	no
27	admin.	single	고학력	no	1996	yes	no	unknown	23	may	1	-1	0	unknown	no
39	technician	divorced	중학력	no	1222	yes	no	unknown	23	may	4	-1	0	unknown	no
43	entrepreneur	married	중학력	yes	150	yes	yes	unknown	23	may	2	-1	0	unknown	no
31	admin.	single	고학력	no	701	yes	no	unknown	23	may	2	-1	0	unknown	no
50	admin.	married	중학력	no	0	yes	yes	unknown	23	may	1	-1	0	unknown	no
31	services	single	중학력	no	6374	yes	no	unknown	23	may	2	-1	0	unknown	no
36	services	married	중학력	no	387	yes	no	unknown	23	may	1	-1	0	unknown	no
45	admin.	married	중학력	no	149	yes	no	unknown	23	may	3	-1	0	unknown	yes
38	blue-collar	married	저학력	no	630	yes	no	unknown	23	may	3	-1	0	unknown	no
31	entrepreneur	single	고학력	no	150	yes	no	unknown	23	may	2	-1	0	unknown	no
31	blue-collar	single	중학력	no	1358	yes	yes	unknown	23	may	2	-1	0	unknown	no
36	admin.	married	중학력	no	614	yes	no	unknown	23	may	5	-1	0	unknown	no
30	technician	married	중학력	no	590	yes	no	unknown	23	may	3	-1	0	unknown	no
35	management	married	고학력	no	8	yes	no	unknown	23	may	4	-1	0	unknown	no
42	admin.	divorced	중학력	no	687	yes	yes	unknown	23	may	1	-1	0	unknown	no
45	blue-collar	married	중학력	no	61	yes	yes	unknown	23	may	1	-1	0	unknown	no
33	blue-collar	married	중학력	no	1541	yes	no	unknown	23	may	2	-1	0	unknown	no
32	blue-collar	single	중학력	no	1342	yes	no	unknown	23	may	2	-1	0	unknown	no
32	self-employed	single	중학력	no	4	yes	no	unknown	23	may	2	-1	0	unknown	no
30	management	single	고학력	no	501	yes	no	unknown	23	may	3	-1	0	unknown	no
34	blue-collar	single	중학력	no	128	yes	no	unknown	23	may	4	-1	0	unknown	no
33	blue-collar	married	중학력	no	1464	yes	no	unknown	23	may	3	-1	0	unknown	yes
30	management	single	고학력	no	6	yes	no	unknown	23	may	2	-1	0	unknown	no
38	blue-collar	single	저학력	no	1375	yes	no	unknown	23	may	3	-1	0	unknown	no
36	technician	divorced	고학력	no	0	no	no	unknown	23	may	2	-1	0	unknown	no
