,x1,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x2_0,x2_1,x2_2,x2_3,x2_4,x2_5,x2_6,x2_7,x2_8,x2_9,x2_10,x2_11,x3_0,x3_1,x3_2,y
4602,31,2,0,680,1,0,0,23,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4603,37,3,0,4303,1,0,0,23,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4604,32,3,0,3050,1,0,0,23,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4605,34,2,0,750,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4606,34,2,0,5547,1,0,0,23,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4607,35,3,0,643,1,0,0,23,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4608,31,3,0,5889,1,0,0,23,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4609,32,2,0,207,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4610,32,2,0,1883,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4611,32,1,0,697,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4612,31,3,0,14692,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4613,30,1,0,595,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4614,30,3,0,1243,1,0,0,23,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4615,34,2,0,2144,1,0,0,23,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4616,39,2,0,1410,1,0,0,23,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4617,33,0,0,18347,1,0,0,23,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4618,33,2,0,177,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4619,22,2,0,0,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4620,35,2,0,291,0,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4621,34,2,0,1880,1,0,0,23,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4622,31,3,0,7,1,0,0,23,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4623,39,3,0,21,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4624,30,3,0,136,1,0,0,23,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4625,36,2,0,9068,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4626,31,2,0,159,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4627,42,1,0,2557,1,0,0,23,5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4628,39,2,0,287,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4629,25,2,0,1765,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4630,31,3,0,0,1,1,0,23,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4631,35,2,0,700,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4632,44,0,0,0,1,0,0,23,5,4,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4633,28,2,0,59,1,1,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4634,28,3,0,370,1,0,0,23,5,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4635,31,3,0,0,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4636,32,1,0,225,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4637,32,3,0,390,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4638,36,2,0,1168,1,0,0,23,5,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4639,41,2,0,287,0,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4640,32,2,0,2549,1,0,0,23,5,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4641,34,2,0,79,1,0,0,23,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4642,32,1,0,827,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4643,39,3,0,12,1,0,0,23,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4644,36,1,0,973,1,1,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4645,34,2,0,2495,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4646,35,2,0,339,1,0,0,23,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4647,32,2,0,0,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4648,36,2,0,520,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4649,40,2,0,5745,1,1,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4650,36,2,0,222,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4651,31,3,0,1804,1,0,0,23,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4652,30,2,0,253,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4653,33,2,0,524,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4654,29,2,0,132,0,0,0,23,5,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4655,32,1,0,410,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4656,32,2,0,3155,1,0,0,23,5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4657,50,3,0,247,0,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4658,41,3,0,16,0,0,0,23,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4659,29,2,0,823,1,0,0,23,5,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4660,24,3,0,1141,1,0,0,23,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4661,56,1,0,246,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4662,32,3,0,151,0,0,0,23,5,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4663,32,3,0,1212,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4664,56,2,0,397,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4665,28,2,0,56,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4666,26,3,0,1570,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4667,43,2,0,353,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4668,42,2,0,61,1,0,0,23,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4669,29,2,0,208,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4670,28,2,0,38,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4671,44,0,0,759,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4672,28,1,0,4,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4673,24,2,0,45,1,1,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4674,24,2,0,820,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4675,32,3,0,0,1,1,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4676,27,2,0,672,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4677,42,3,0,422,1,0,0,23,5,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4678,25,2,0,51,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4679,36,2,0,1601,1,0,0,23,5,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4680,36,2,0,2278,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4681,24,2,1,110,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4682,32,3,0,539,1,1,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4683,46,0,1,0,0,0,0,23,5,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4684,43,1,0,240,1,0,0,23,5,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4685,30,2,0,2,0,1,0,23,5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4686,33,2,1,339,1,0,0,23,5,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4687,46,2,0,295,1,0,0,23,5,6,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4688,54,2,0,7252,0,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4689,36,2,0,1109,1,0,0,23,5,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4690,34,2,0,5553,1,0,0,23,5,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4691,30,2,0,187,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4692,30,2,0,2080,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4693,28,2,0,2114,0,1,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4694,30,1,0,4009,1,0,0,23,5,4,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4695,35,2,0,579,1,0,0,23,5,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4696,48,2,0,3142,0,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4697,30,2,0,79,0,0,0,23,5,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4698,55,3,0,440,0,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4699,45,2,0,0,1,1,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4700,35,3,0,2043,1,1,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4701,30,2,0,282,1,1,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4702,29,3,0,368,1,0,0,23,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4703,33,2,0,745,1,0,0,23,5,4,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4704,49,0,0,383,1,0,0,23,5,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4705,37,2,0,239,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4706,47,2,0,382,1,0,0,23,5,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4707,39,2,0,2679,1,1,0,23,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4708,32,2,0,3,1,0,0,23,5,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4709,55,0,0,4746,1,0,0,23,5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4710,41,2,0,30,0,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4711,30,2,0,0,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4712,31,3,0,1611,1,0,0,23,5,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4713,34,3,0,498,1,0,0,23,5,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4714,32,2,0,0,0,0,0,23,5,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4715,26,3,0,454,1,1,0,23,5,18,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4716,39,2,0,0,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4717,35,2,0,30,0,0,0,23,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4718,35,2,0,511,1,1,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4719,32,2,0,127,1,0,0,23,5,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4720,32,2,0,1940,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4721,43,2,0,242,1,0,0,23,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4722,29,2,0,1012,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4723,27,2,0,430,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4724,29,0,0,135,1,0,0,23,5,6,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4725,28,2,0,369,1,0,0,23,5,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4726,32,3,0,1522,1,0,0,23,5,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4727,30,3,0,523,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4728,39,2,0,104,1,0,0,23,5,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4729,35,3,0,341,1,0,0,23,5,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4730,49,1,0,3767,1,0,0,23,5,13,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4731,32,3,0,1667,1,0,0,23,5,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4732,35,2,0,430,1,0,0,23,5,50,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4733,37,0,0,603,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4734,45,1,0,0,0,0,0,23,5,5,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4735,37,1,0,510,1,0,0,23,5,6,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4736,40,2,0,0,1,0,0,23,5,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4737,36,2,0,176,1,0,0,23,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4738,42,2,0,139,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4739,30,3,0,3625,1,0,0,23,5,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4740,32,3,0,1651,1,0,0,23,5,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4741,26,2,0,74,1,0,0,23,5,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4742,39,2,0,1202,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4743,33,3,0,321,1,0,0,23,5,5,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4744,32,2,0,221,1,0,0,23,5,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4745,27,3,0,1996,1,0,0,23,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4746,39,2,0,1222,1,0,0,23,5,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4747,43,2,1,150,1,1,0,23,5,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4748,31,3,0,701,1,0,0,23,5,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4749,50,2,0,0,1,1,0,23,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4750,31,2,0,6374,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4751,36,2,0,387,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4752,45,2,0,149,1,0,0,23,5,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4753,38,1,0,630,1,0,0,23,5,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4754,31,3,0,150,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4755,31,2,0,1358,1,1,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4756,36,2,0,614,1,0,0,23,5,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4757,30,2,0,590,1,0,0,23,5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4758,35,3,0,8,1,0,0,23,5,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4759,42,2,0,687,1,1,0,23,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4760,45,2,0,61,1,1,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4761,33,2,0,1541,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4762,32,2,0,1342,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4763,32,2,0,4,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4764,30,3,0,501,1,0,0,23,5,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4765,34,2,0,128,1,0,0,23,5,4,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4766,33,2,0,1464,1,0,0,23,5,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4767,30,3,0,6,1,0,0,23,5,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4768,38,1,0,1375,1,0,0,23,5,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4769,36,3,0,0,0,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4770,34,0,0,4053,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4771,30,3,0,253,1,0,0,23,5,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4772,34,1,0,157,1,0,0,23,5,17,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4773,39,1,0,1951,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4774,36,1,0,4519,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4775,33,2,0,1134,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4776,31,3,0,426,1,0,0,23,5,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4777,33,2,0,3546,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4778,53,2,0,1,1,1,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4779,31,3,0,1340,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4780,46,2,0,772,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4781,32,2,0,736,1,0,0,23,5,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4782,40,2,0,395,1,1,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4783,33,3,0,2599,1,0,0,23,5,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4784,33,2,0,0,0,0,0,23,5,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4785,39,2,0,3643,1,0,0,23,5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4786,58,1,0,0,1,0,0,23,5,6,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4787,38,2,0,526,1,1,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4788,49,1,0,23,1,0,0,23,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4789,35,2,0,839,1,0,0,23,5,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4790,36,1,0,655,1,0,0,23,5,4,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4791,42,3,0,3465,1,0,0,23,5,9,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4792,36,3,0,876,1,0,0,23,5,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4793,35,2,0,154,1,0,0,23,5,4,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4794,33,2,0,67,1,1,0,23,5,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4795,37,3,0,5205,1,0,0,23,5,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4796,44,3,0,5773,0,0,0,23,5,6,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
4797,35,2,0,0,1,1,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4798,36,2,0,1694,1,1,0,23,5,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4799,31,1,0,1074,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4800,40,1,0,278,1,0,0,23,5,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4801,38,2,0,1102,1,0,0,23,5,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4802,46,2,0,0,1,0,0,23,5,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4803,29,3,0,0,1,0,0,23,5,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4804,32,3,0,415,0,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4805,48,3,0,851,0,1,0,23,5,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4806,32,2,0,1247,1,0,0,23,5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4807,35,2,0,91,1,0,0,23,5,4,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4808,32,3,0,882,0,0,0,23,5,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4809,42,2,0,165,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4810,32,3,0,1501,1,0,0,23,5,6,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4811,35,3,0,1529,0,0,0,23,5,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4812,39,2,0,293,1,0,0,23,5,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4813,30,2,0,1572,1,1,0,23,5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4814,32,2,0,497,1,0,0,23,5,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4815,30,1,0,9194,1,0,0,23,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4816,44,1,0,97,1,0,0,23,5,14,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4817,34,2,0,70,1,1,0,23,5,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4818,38,2,0,1839,0,0,0,23,5,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4819,27,2,0,1492,1,0,0,23,5,13,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4820,31,3,0,357,1,0,0,23,5,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4821,37,2,0,192,1,0,0,23,5,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4822,45,2,0,875,1,1,0,23,5,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4823,33,3,0,0,1,0,0,23,5,5,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
